BBL,borough,zip5,median_household_income,res_unit,eviction_count,hpd_2025_habitability_count,hpd_2025_strict_count,vacate_count,litigation_count,is_aep,lien_amount,water,C,I,dob_violations,winner_score,baseline_score
3046560032,BK,11203,68028.0,5.0,0.0,0.0,0.0,0.0,0.0,False,70986.0,213061.53,104.0,0.0,34.0,136.4,162.08
2048560039,BX,10466,66328.0,6.0,0.0,0.0,0.0,0.0,0.0,False,70921.0,25563.69,10.0,14.0,507.0,165.7,205.6
3011510019,BK,11238,132957.0,8.0,0.0,0.0,0.0,0.0,0.0,False,70865.0,41956.46,140.0,135.0,261.0,125.8,196.8
4092730053,QN,11418,84927.0,6.0,0.0,0.0,0.0,0.0,0.0,False,70618.0,156002.18,0.0,101.0,156.0,84.1,201.05
4003260020,QN,11106,85573.0,6.0,0.0,0.0,0.0,0.0,0.0,False,68993.0,727369.85,28.0,27.0,254.0,143.9,665.38
1007650008,MN,10011,146571.0,20.0,0.0,0.0,0.0,0.0,0.0,False,67629.0,33373.62,243.0,3.0,2.0,85.3,231.26
1011990027,MN,10024,182614.0,9.0,0.0,0.0,0.0,0.0,0.0,False,67585.0,116097.17,0.0,153.0,221.0,92.1,376.86
1019050005,MN,10027,64220.0,11.0,0.0,0.0,0.0,0.0,0.0,False,67203.0,10046.33,0.0,7.0,560.0,167.7,247.16
3011000072,BK,11215,180773.0,8.0,0.0,0.0,0.0,0.0,0.0,False,66735.0,0.0,0.0,0.0,0.0,0.6,439.86
3011680064,BK,11238,132957.0,8.0,0.0,0.0,0.0,0.0,0.0,False,64770.0,13326.19,300.0,1.0,88.0,116.7,622.19
3002620004,BK,11201,169285.0,7.0,0.0,0.0,0.0,0.0,0.0,False,64379.0,15113.33,0.0,4.0,265.0,92.9,161.15
2028990042,BX,10457,44911.0,7.0,0.0,0.0,0.0,0.0,0.0,False,64208.0,65839.86,128.0,3.0,0.0,166.5,191.0
1011220010,MN,10023,157866.0,10.0,0.0,0.0,0.0,0.0,0.0,False,63209.0,2427.16,0.0,3.0,0.0,4.4,313.38
3057400048,BK,11219,55685.0,5.0,0.0,0.0,0.0,0.0,0.0,False,62717.0,3898.38,323.0,22.0,0.0,132.0,189.91
1004790009,MN,10012,130938.0,37.0,0.0,0.0,0.0,0.0,0.0,False,62091.0,877472.1,2.0,2.0,48.0,139.4,250.01
3023190010,BK,11249,121400.0,8.0,0.0,0.0,0.0,0.0,0.0,False,61710.0,96697.69,423.0,58.0,130.0,167.4,345.04
1015670008,MN,10128,148705.0,9.0,0.0,0.0,0.0,0.0,0.0,False,60379.0,4065.52,131.0,36.0,0.0,39.3,333.49
3015350013,BK,11233,62034.0,6.0,0.0,0.0,0.0,0.0,0.0,False,59621.0,92058.77,318.0,24.0,191.0,176.3,962.81
1001320003,MN,10007,250000.0,8.0,0.0,0.0,0.0,0.0,0.0,False,59090.0,17404.71,3.0,0.0,224.0,56.6,377.62
3058550180,BK,11220,64201.0,6.0,0.0,0.0,0.0,0.0,0.0,False,59059.0,0.0,273.0,16.0,285.0,174.7,262.64
